time,cmd_l,cmd_r,vl,vr,v_robot,w_robot,curr_x,curr_y,desired_heading(rad),current_heading(rad),heading_error(rad),left_target_speed,right_target_speed
1763489303.9972024,0,0,10.592052795031055,9.830947204968943,10.2115,-2.174587400177462,-0.0059003915689101365,0.1019443897638979,-0.006793515803204823,1.6286103582672087,-1.6354038740704135,0.48750000000000004,0.3125
1763489304.0171666,49,46,0.6025419254658385,0.5391164596273291,0.5708291925465838,-0.18121561668145542,-0.006230227122451697,0.10764314447119654,-0.006793515803204823,1.6286103582672087,-1.6354038740704135,0.48750000000000004,0.3125
1763489304.036151,1,0,0.34884006211180124,0.3805527950310559,0.3646964285714286,0.09060780834072754,-0.006440955392769916,0.11128401553419288,-0.006793515803204823,1.6286103582672087,-1.6354038740704135,0.48750000000000004,0.3125
1763489304.056153,0,0,0.22198913043478258,0.22198913043478258,0.22198913043478258,0.0,-0.006569224774702746,0.11350019792036457,-0.007563223282608888,1.6286103582672087,-1.6361735815498175,0.48750000000000004,0.3125
1763489304.0751774,0,0,0.5708291925465838,0.44397826086956516,0.5074037267080744,-0.3624312333629105,-0.006867937426371872,0.11856543482888693,-0.007563223282608888,1.6297011890497053,-1.6361735815498175,0.48750000000000004,0.3125
1763489304.0941622,1,0,0.34884006211180124,0.3805527950310559,0.3646964285714286,0.09060780834072754,-0.0070905792697505115,0.1222055967910601,-0.007563223282608888,1.631882850614698,-1.6361735815498175,0.48750000000000004,0.3125
1763489304.1141682,1,1,0.1268509316770186,0.19027639751552794,0.15856366459627327,0.18121561668145525,-0.007187380071219485,0.12378827590504844,-0.008248412270180945,1.631882850614698,-1.640131262884879,0.48750000000000004,0.3125
1763489304.1331735,0,0,0.1268509316770186,0.15856366459627327,0.14270729813664595,0.09060780834072762,-0.007272946949430008,0.12521278129412194,-0.008248412270180945,1.6307920198322017,-1.640131262884879,0.48750000000000004,0.3125
1763489304.1531634,0,0,0.15856366459627327,0.1268509316770186,0.14270729813664595,-0.09060780834072762,-0.007358513827640531,0.12663728668319546,-0.008248412270180945,1.6307920198322017,-1.640131262884879,0.48750000000000004,0.3125
1763489304.1731849,0,0,0.15856366459627327,0.1268509316770186,0.14270729813664595,-0.09060780834072762,-0.007447188288408198,0.12806160200437744,-0.008532996467749958,1.6329736813971947,-1.6415066778649445,0.48750000000000004,0.3125
1763489304.1931725,0,0,0.1268509316770186,0.09513819875776397,0.11099456521739129,-0.09060780834072754,-0.007517365695395904,0.129169326917128,-0.008532996467749958,1.634064512179691,-1.6415066778649445,0.48750000000000004,0.3125
1763489304.213164,0,0,0.0634254658385093,0.03171273291925465,0.04756909937888198,-0.09060780834072758,-0.007546923848985126,0.12964409869085533,-0.008532996467749958,1.6329736813971947,-1.6415066778649445,0.48750000000000004,0.3125
1763489304.2341676,0,0,0.03171273291925465,0.0,0.015856366459627326,-0.09060780834072758,-0.007556603929132023,0.12980236660225417,-0.008648918237804058,1.631882850614698,-1.640531768852502,0.48750000000000004,0.3125
1763489304.253169,0,0,0.03171273291925465,0.0,0.015856366459627326,-0.09060780834072758,-0.007566284009278921,0.129960634513653,-0.008648918237804058,1.631882850614698,-1.640531768852502,0.48750000000000004,0.3125
1763489304.2731612,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008648918237804058,1.631882850614698,-1.640531768852502,0.48750000000000004,0.3125
1763489304.2941668,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.6307920198322017,-1.639451477576358,0.48750000000000004,0.3125
1763489304.3131824,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.639451477576358,0.48750000000000004,0.3125
1763489304.3331602,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.639451477576358,0.48750000000000004,0.3125
1763489304.3541684,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.6307920198322017,-1.639451477576358,0.48750000000000004,0.3125
1763489304.3731744,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.639451477576358,0.48750000000000004,0.3125
1763489304.393157,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.639451477576358,0.48750000000000004,0.3125
1763489304.4141657,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.4331708,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.4531643,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.4731693,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.493168,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.5131564,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.533167,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.5521662,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.5721703,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.5931633,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.6131694,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.6321754,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.6531713,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.6721625,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.6921716,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.7131674,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.7321727,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.7521644,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.7731655,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.7921872,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.8121676,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.833169,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.8521676,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.872196,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.8931751,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.9121833,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.9321744,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.9532037,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.9732072,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489304.993256,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489305.0142846,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
1763489305.0341837,0,0,0.0,0.0,0.0,0.0,-0.007566284009278921,0.129960634513653,-0.008659457744156423,1.631882850614698,-1.6405423083588544,0.48750000000000004,0.3125
