time,label,delta_encL,delta_encR,heading,cmdL,cmdR
1763696104.1808195,forward,0,0,126.9375,20,20
1763696104.2309387,forward,-7,-4,126.9375,20,20
1763696104.281052,forward,-23,-22,126.8125,20,20
1763696104.3311608,forward,-24,-23,126.625,20,21
1763696104.3812742,forward,-34,-33,126.625,20,21
1763696104.4313884,forward,-36,-37,126.625,20,21
1763696104.4815059,forward,-40,-39,126.625,20,22
1763696104.5316186,forward,-42,-40,126.625,20,22
1763696104.5817466,forward,-42,-41,126.5,20,22
1763696104.6318603,forward,-43,-42,126.5,20,22
1763696104.6819806,forward,-42,-41,126.5,20,23
1763696104.7320983,forward,-44,-43,126.4375,20,23
1763696104.7822113,forward,-44,-43,126.5,20,23
1763696104.8323264,forward,-43,-42,126.3125,20,23
1763696104.8824396,forward,-44,-44,126.25,20,24
1763696104.932553,forward,-44,-44,126.25,20,24
1763696104.9826674,forward,-44,-46,126.25,20,24
1763696105.0327797,forward,-44,-45,126.375,20,25
1763696105.0828927,forward,-44,-45,126.5,20,25
1763696105.1330044,forward,-43,-44,126.625,20,25
1763696105.1831179,forward,-44,-47,126.6875,20,25
1763696105.2332313,forward,-45,-47,126.75,20,25
1763696105.2833452,forward,-45,-46,126.8125,20,25
1763696105.3334541,forward,-46,-46,126.8125,20,25
1763696105.3835685,forward,-49,-45,126.75,20,25
1763696105.4336817,forward,-45,-46,126.8125,20,25
1763696105.4837945,forward,-44,-47,126.875,20,25
1763696105.5339096,forward,-45,-44,126.8125,20,25
1763696105.5840237,forward,-45,-46,126.75,20,25
1763696105.634141,forward,-44,-47,126.75,20,25
1763696105.6842551,forward,-46,-46,126.6875,20,25
1763696105.734369,forward,-46,-47,126.75,20,25
1763696105.7844815,forward,-46,-47,126.75,20,25
1763696105.834596,forward,-45,-47,126.6875,20,25
1763696105.8847103,forward,-45,-46,126.75,20,25
1763696105.9348242,forward,-44,-45,126.625,20,26
1763696105.9849374,forward,-46,-47,126.625,20,26
1763696106.0350516,forward,-45,-48,126.6875,20,26
1763696106.085165,forward,-46,-48,126.625,20,26
1763696106.1352787,forward,-45,-48,126.6875,20,26
1763696106.1853924,forward,-47,-47,126.6875,20,26
1763696106.235506,forward,-46,-47,126.6875,20,26
1763696106.2856169,forward,-46,-47,126.6875,20,26
1763696106.3357265,forward,-47,-47,126.5625,20,26
1763696106.3858407,forward,-46,-48,126.625,20,26
1763696106.4359539,forward,-46,-48,126.625,20,27
1763696106.486069,forward,-46,-49,126.75,20,27
1763696106.5361829,forward,-44,-50,126.9375,20,27
1763696106.5862968,forward,-46,-50,127.0,20,27
1763696106.6364105,forward,-47,-49,127.1875,20,27
1763696106.6865253,forward,-46,-49,127.25,20,27
1763696106.7366507,forward,-47,-49,127.3125,20,27
1763696106.7867653,forward,-47,-49,127.3125,20,26
1763696106.8368785,forward,-46,-49,127.4375,20,26
1763696106.8869934,forward,-47,-48,127.4375,20,26
1763696106.9371085,forward,-46,-47,127.4375,20,26
1763696106.9872222,forward,-45,-49,127.4375,20,25
1763696107.037338,forward,-45,-47,127.5,20,25
1763696107.087453,forward,-46,-47,127.4375,20,25
1763696107.1375647,forward,-48,-51,127.5,20,24
1763696107.1876771,forward,-46,-44,127.5,20,24
1763696107.2377899,forward,-45,-42,127.4375,20,24
1763696107.287901,forward,-45,-44,127.5,20,24
1763696107.3380094,forward,-44,-44,127.4375,20,23
1763696107.3881238,forward,-45,-45,127.4375,20,23
1763696107.4382358,forward,-44,-42,127.3125,20,23
1763696107.4883475,forward,-44,-44,127.25,20,23
1763696107.5384603,forward,-44,-42,127.25,20,22
1763696107.5885816,forward,-44,-45,127.1875,20,22
1763696107.6386976,forward,-44,-41,127.125,20,22
1763696107.688816,forward,-44,-41,127.0,20,22
1763696107.7389307,forward,-44,-42,126.9375,20,22
1763696107.7890434,forward,-45,-41,126.875,20,22
1763696107.839157,forward,-44,-42,126.8125,20,22
1763696107.8892698,forward,-43,-41,126.875,20,22
1763696107.9393842,forward,-42,-42,127.0,20,22
1763696107.9894981,forward,-42,-41,127.0,20,22
1763696108.0396116,forward,-42,-43,127.0625,20,22
1763696108.0897233,forward,-43,-42,127.0,20,22
1763696108.1398356,forward,-43,-43,127.0,20,22
1763696108.1899486,forward,-43,-43,127.0625,20,22
1763696108.2400675,forward,-44,-42,126.9375,20,22
1763696108.2901814,forward,-44,-42,127.0,20,22
1763696108.3402905,forward,-43,-41,126.9375,20,22
1763696108.3904035,forward,-43,-42,126.9375,20,22
1763696108.440517,forward,-44,-41,126.875,20,22
1763696108.4906309,forward,-42,-42,126.8125,20,22
1763696108.5407426,forward,-43,-42,126.75,20,22
1763696108.5908558,forward,-43,-43,126.6875,20,22
1763696108.6409676,forward,-43,-44,126.6875,20,22
1763696108.6910822,forward,-44,-42,126.6875,20,22
1763696108.7411945,forward,-43,-42,126.625,20,23
1763696108.7913074,forward,-44,-41,126.5625,20,23
1763696108.84142,forward,-43,-43,126.5625,20,23
1763696108.8915315,forward,-44,-44,126.5625,20,23
1763696108.9416425,forward,-46,-44,126.5,20,24
1763696108.9917564,forward,-44,-44,126.375,20,24
1763696109.0418706,forward,-44,-44,126.4375,20,24
1763696109.091985,forward,-44,-44,126.4375,20,24
1763696109.142098,forward,-44,-44,126.375,20,25
1763696109.19221,forward,-45,-44,126.3125,20,25
1763696109.242337,forward,-46,-46,126.3125,20,25
1763696109.2924514,forward,-45,-45,126.25,20,25
1763696109.3425603,forward,-46,-45,126.3125,20,26
1763696109.3926733,forward,-44,-50,126.375,20,26
1763696109.442787,forward,-44,-47,126.5625,20,26
1763696109.4929008,forward,-44,-49,126.6875,20,26
1763696109.5430129,forward,-46,-48,126.75,20,26
1763696109.5931263,forward,-46,-48,126.8125,20,26
1763696109.64324,forward,-47,-49,126.8125,20,26
1763696109.693353,forward,-47,-48,126.875,20,26
1763696109.743465,forward,-46,-47,126.875,20,26
1763696109.7935784,forward,-45,-48,127.0,20,26
1763696109.8436923,forward,-45,-48,127.0,20,26
1763696109.8938062,forward,-46,-48,127.0625,20,26
1763696109.9439209,forward,-46,-48,127.0,20,26
1763696109.994033,forward,-47,-48,127.0,20,26
1763696110.0441465,forward,-46,-49,127.0625,20,26
