label,delta_encL,delta_encR,heading,cmdL,cmdR,heading_error,
forward,-46,-45,304.5625,20,24,0.25,
forward,-43,-45,304.625,20,24,0.1875,
forward,-43,-45,304.6875,20,24,0.125,
forward,-44,-45,304.6875,20,24,0.125,
forward,-44,-44,304.6875,20,24,0.125,
forward,-44,-45,304.6875,20,24,0.125,
forward,-44,-44,304.6875,20,24,0.125,
forward,-44,-43,304.625,20,24,0.1875,
forward,-44,-44,304.5625,20,24,0.25,
forward,-44,-43,304.5,20,25,0.3125,
forward,-44,-45,304.5625,20,25,0.25,
forward,-44,-45,304.5,20,25,0.3125,
forward,-43,-46,304.5,20,25,0.3125,
forward,-45,-46,304.625,20,25,0.1875,
forward,-45,-46,304.5,20,25,0.3125,
forward,-45,-48,304.6875,20,25,0.125,
forward,-46,-46,304.6875,20,25,0.125,
forward,-45,-44,304.625,20,25,0.1875,
forward,-46,-43,304.625,20,25,0.1875,
forward,-44,-44,304.5,20,25,0.3125,
forward,-45,-46,304.5625,20,25,0.25,
forward,-45,-44,304.5625,20,25,0.25,
forward,-44,-46,304.625,20,25,0.1875,
forward,-44,-44,304.5625,20,25,0.25,
forward,-44,-44,304.5625,20,25,0.25,
forward,-44,-44,304.5625,20,25,0.25,
forward,-44,-45,304.625,20,25,0.1875,
forward,-47,-45,304.6875,20,25,0.125,
forward,-44,-46,304.75,20,25,0.0625,
forward,-43,-46,304.875,20,25,-0.0625,
forward,-45,-50,304.9375,20,25,-0.125,
forward,-44,-47,305.0625,20,25,-0.25,
forward,-45,-47,305.0625,20,25,-0.25,
forward,-44,-42,305.0625,20,25,-0.25,
forward,-45,-46,305,20,25,-0.1875,
forward,-45,-45,305.0625,20,25,-0.25,
forward,-44,-49,305.0625,20,25,-0.25,
forward,-46,-45,305.0625,20,25,-0.25,
forward,-45,-46,305,20,25,-0.1875,
forward,-45,-45,305,20,25,-0.1875,
forward,-45,-46,305,20,25,-0.1875,
forward,-45,-46,304.9375,20,25,-0.125,
forward,-44,-46,305,20,25,-0.1875,
forward,-44,-47,304.9375,20,25,-0.125,
forward,-46,-49,305.0625,20,25,-0.25,
forward,-46,-46,305.0625,20,25,-0.25,
forward,-46,-44,305.0625,20,25,-0.25,
forward,-45,-45,305.0625,20,25,-0.25,
forward,-46,-44,305,20,25,-0.1875,
forward,-45,-45,305,20,25,-0.1875,
forward,-45,-46,305.0625,20,25,-0.25,
forward,-44,-44,305.0625,20,25,-0.25,
forward,-44,-46,305,20,25,-0.1875,
forward,-45,-45,305,20,25,-0.1875,
forward,-45,-45,305,20,25,-0.1875,
forward,-45,-45,305.0625,20,25,-0.25,
forward,-44,-46,305.125,20,25,-0.3125,
forward,-45,-47,305.1875,20,25,-0.375,
forward,-44,-46,305.25,20,25,-0.4375,
forward,-45,-46,305.375,20,24,-0.5625,
forward,-44,-47,305.4375,20,24,-0.625,
forward,-43,-46,305.4375,20,24,-0.625,
forward,-45,-45,305.4375,20,24,-0.625,
forward,-47,-47,305.4375,20,23,-0.625,
forward,-44,-43,305.4375,20,23,-0.625,
forward,-44,-43,305.375,20,23,-0.5625,
forward,-44,-43,305.25,20,23,-0.4375,
forward,-44,-44,305.25,20,22,-0.4375,
forward,-44,-43,305.25,20,22,-0.4375,
forward,-44,-41,305.1875,20,22,-0.375,
forward,-44,-44,305.25,20,22,-0.4375,
forward,-43,-42,305.25,20,21,-0.4375,
forward,-44,-42,305.1875,20,21,-0.375,
forward,-43,-42,305.1875,20,21,-0.375,
forward,-44,-42,305.1875,20,21,-0.375,
forward,-43,-40,305.125,20,20,-0.3125,
forward,-43,-39,305.0625,20,20,-0.25,
forward,-44,-38,304.875,20,20,-0.0625,
forward,-43,-39,304.8125,20,20,0,
forward,-42,-39,304.8125,20,20,0,
forward,-41,-38,304.75,20,20,0.0625,
forward,-40,-38,304.75,20,20,0.0625,
forward,-41,-37,304.625,20,20,0.1875,
forward,-41,-38,304.5,20,20,0.3125,
forward,-41,-39,304.4375,20,20,0.375,
forward,-41,-39,304.375,20,20,0.4375,
forward,-40,-39,304.375,20,21,0.4375,
forward,-41,-41,304.4375,20,21,0.375,
forward,-40,-41,304.5,20,21,0.3125,
forward,-44,-43,304.5,20,22,0.3125,
forward,-41,-42,304.5625,20,22,0.25,
forward,-42,-42,304.625,20,22,0.1875,
forward,-43,-43,304.6875,20,22,0.125,
forward,-43,-42,304.625,20,22,0.1875,
forward,-43,-41,304.5625,20,22,0.25,
forward,-43,-40,304.5625,20,22,0.25,
forward,-42,-42,304.5,20,23,0.3125,
forward,-44,-42,304.375,20,23,0.4375,
forward,-43,-46,304.4375,20,23,0.375,
forward,-43,-44,304.3125,20,24,0.5,
forward,-43,-44,304.375,20,24,0.4375,
forward,-43,-46,304.375,20,24,0.4375,
forward,-44,-45,304.375,20,24,0.4375,
forward,-45,-46,304.4375,20,25,0.375,
forward,-45,-46,304.4375,20,25,0.375,
forward,-46,-47,304.5625,20,25,0.25,
forward,-46,-44,304.5,20,26,0.3125,
forward,-45,-46,304.4375,20,26,0.375,
forward,-46,-47,304.4375,20,26,0.375,
forward,-46,-47,304.5,20,27,0.3125,
forward,-45,-49,304.5625,20,27,0.25,
forward,-45,-49,304.6875,20,27,0.125,
forward,-46,-48,304.6875,20,27,0.125,
forward,-47,-49,304.75,20,27,0.0625,
forward,-46,-49,304.8125,20,27,0,
forward,-47,-50,304.8125,20,27,0,
forward,0,0,126.9375,20,20,0,
forward,-7,-4,126.9375,20,20,0,
forward,-23,-22,126.8125,20,20,0.125,
forward,-24,-23,126.625,20,21,0.3125,
forward,-34,-33,126.625,20,21,0.3125,
forward,-36,-37,126.625,20,21,0.3125,
forward,-40,-39,126.625,20,22,0.3125,
forward,-42,-40,126.625,20,22,0.3125,
forward,-42,-41,126.5,20,22,0.4375,
forward,-43,-42,126.5,20,22,0.4375,
forward,-42,-41,126.5,20,23,0.4375,
forward,-44,-43,126.4375,20,23,0.5,
forward,-44,-43,126.5,20,23,0.4375,
forward,-43,-42,126.3125,20,23,0.625,
forward,-44,-44,126.25,20,24,0.6875,
forward,-44,-44,126.25,20,24,0.6875,
forward,-44,-46,126.25,20,24,0.6875,
forward,-44,-45,126.375,20,25,0.5625,
forward,-44,-45,126.5,20,25,0.4375,
forward,-43,-44,126.625,20,25,0.3125,
forward,-44,-47,126.6875,20,25,0.25,
forward,-45,-47,126.75,20,25,0.1875,
forward,-45,-46,126.8125,20,25,0.125,
forward,-46,-46,126.8125,20,25,0.125,
forward,-49,-45,126.75,20,25,0.1875,
forward,-45,-46,126.8125,20,25,0.125,
forward,-44,-47,126.875,20,25,0.0625,
forward,-45,-44,126.8125,20,25,0.125,
forward,-45,-46,126.75,20,25,0.1875,
forward,-44,-47,126.75,20,25,0.1875,
forward,-46,-46,126.6875,20,25,0.25,
forward,-46,-47,126.75,20,25,0.1875,
forward,-46,-47,126.75,20,25,0.1875,
forward,-45,-47,126.6875,20,25,0.25,
forward,-45,-46,126.75,20,25,0.1875,
forward,-44,-45,126.625,20,26,0.3125,
forward,-46,-47,126.625,20,26,0.3125,
forward,-45,-48,126.6875,20,26,0.25,
forward,-46,-48,126.625,20,26,0.3125,
forward,-45,-48,126.6875,20,26,0.25,
forward,-47,-47,126.6875,20,26,0.25,
forward,-46,-47,126.6875,20,26,0.25,
forward,-46,-47,126.6875,20,26,0.25,
forward,-47,-47,126.5625,20,26,0.375,
forward,-46,-48,126.625,20,26,0.3125,
forward,-46,-48,126.625,20,27,0.3125,
forward,-46,-49,126.75,20,27,0.1875,
forward,-44,-50,126.9375,20,27,0,
forward,-46,-50,127,20,27,-0.0625,
forward,-47,-49,127.1875,20,27,-0.25,
forward,-46,-49,127.25,20,27,-0.3125,
forward,-47,-49,127.3125,20,27,-0.375,
forward,-47,-49,127.3125,20,26,-0.375,
forward,-46,-49,127.4375,20,26,-0.5,
forward,-47,-48,127.4375,20,26,-0.5,
forward,-46,-47,127.4375,20,26,-0.5,
forward,-45,-49,127.4375,20,25,-0.5,
forward,-45,-47,127.5,20,25,-0.5625,
forward,-46,-47,127.4375,20,25,-0.5,
forward,-48,-51,127.5,20,24,-0.5625,
forward,-46,-44,127.5,20,24,-0.5625,
forward,-45,-42,127.4375,20,24,-0.5,
forward,-45,-44,127.5,20,24,-0.5625,
forward,-44,-44,127.4375,20,23,-0.5,
forward,-45,-45,127.4375,20,23,-0.5,
forward,-44,-42,127.3125,20,23,-0.375,
forward,-44,-44,127.25,20,23,-0.3125,
forward,-44,-42,127.25,20,22,-0.3125,
forward,-44,-45,127.1875,20,22,-0.25,
forward,-44,-41,127.125,20,22,-0.1875,
forward,-44,-41,127,20,22,-0.0625,
forward,-44,-42,126.9375,20,22,0,
forward,-45,-41,126.875,20,22,0.0625,
forward,-44,-42,126.8125,20,22,0.125,
forward,-43,-41,126.875,20,22,0.0625,
forward,-42,-42,127,20,22,-0.0625,
forward,-42,-41,127,20,22,-0.0625,
forward,-42,-43,127.0625,20,22,-0.125,
forward,-43,-42,127,20,22,-0.0625,
forward,-43,-43,127,20,22,-0.0625,
forward,-43,-43,127.0625,20,22,-0.125,
forward,-44,-42,126.9375,20,22,0,
forward,-44,-42,127,20,22,-0.0625,
forward,-43,-41,126.9375,20,22,0,
forward,-43,-42,126.9375,20,22,0,
forward,-44,-41,126.875,20,22,0.0625,
forward,-42,-42,126.8125,20,22,0.125,
forward,-43,-42,126.75,20,22,0.1875,
forward,-43,-43,126.6875,20,22,0.25,
forward,-43,-44,126.6875,20,22,0.25,
forward,-44,-42,126.6875,20,22,0.25,
forward,-43,-42,126.625,20,23,0.3125,
forward,-44,-41,126.5625,20,23,0.375,
forward,-43,-43,126.5625,20,23,0.375,
forward,-44,-44,126.5625,20,23,0.375,
forward,-46,-44,126.5,20,24,0.4375,
forward,-44,-44,126.375,20,24,0.5625,
forward,-44,-44,126.4375,20,24,0.5,
forward,-44,-44,126.4375,20,24,0.5,
forward,-44,-44,126.375,20,25,0.5625,
forward,-45,-44,126.3125,20,25,0.625,
forward,-46,-46,126.3125,20,25,0.625,
forward,-45,-45,126.25,20,25,0.6875,
forward,-46,-45,126.3125,20,26,0.625,
forward,-44,-50,126.375,20,26,0.5625,
forward,-44,-47,126.5625,20,26,0.375,
forward,-44,-49,126.6875,20,26,0.25,
forward,-46,-48,126.75,20,26,0.1875,
forward,-46,-48,126.8125,20,26,0.125,
forward,-47,-49,126.8125,20,26,0.125,
forward,-47,-48,126.875,20,26,0.0625,
forward,-46,-47,126.875,20,26,0.0625,
forward,-45,-48,127,20,26,-0.0625,
forward,-45,-48,127,20,26,-0.0625,
forward,-46,-48,127.0625,20,26,-0.125,
forward,-46,-48,127,20,26,-0.0625,
forward,-47,-48,127,20,26,-0.0625,
forward,-46,-49,127.0625,20,26,-0.125,
forward,-47,-47,127.0625,20,26,-0.125,
forward,-46,-47,127,20,26,-0.0625,
forward,-45,-48,127,20,26,-0.0625,
forward,-45,-48,127,20,26,-0.0625,
forward,-46,-49,127.125,20,26,-0.1875,
forward,-46,-48,127.0625,20,26,-0.125,
forward,-47,-47,127.0625,20,26,-0.125,
forward,-46,-48,127.0625,20,26,-0.125,
forward,-46,-47,127.0625,20,26,-0.125,
forward,-46,-47,127.125,20,26,-0.1875,
forward,-46,-48,127.125,20,26,-0.1875,
forward,-46,-47,127.0625,20,26,-0.125,
forward,-51,-48,127.0625,20,26,-0.125,
forward,-46,-47,127.0625,20,26,-0.125,
forward,-44,-48,127.25,20,26,-0.3125,
forward,-45,-48,127.3125,20,26,-0.375,
forward,-45,-48,127.5,20,26,-0.5625,
forward,-46,-47,127.5625,20,25,-0.625,
forward,-45,-47,127.625,20,25,-0.6875,
forward,-46,-47,127.6875,20,25,-0.75,
forward,-46,-46,127.6875,20,25,-0.75,
forward,-45,-48,127.625,20,24,-0.6875,
forward,-44,-45,127.6875,20,24,-0.75,
forward,-44,-45,127.6875,20,24,-0.75,
forward,-44,-44,127.6875,20,24,-0.75,
forward,-44,-45,127.625,20,23,-0.6875,
forward,-44,-45,127.625,20,23,-0.6875,
forward,-44,-44,127.5625,20,23,-0.625,
forward,-44,-42,127.5,20,23,-0.5625,
forward,-44,-42,127.4375,20,22,-0.5,
forward,-44,-42,127.4375,20,22,-0.5,
forward,-44,-42,127.4375,20,22,-0.5,
forward,-43,-42,127.375,20,21,-0.4375,
forward,-43,-41,127.375,20,21,-0.4375,
forward,-44,-40,127.3125,20,21,-0.375,
forward,-43,-39,127.125,20,21,-0.1875,
forward,-43,-40,127.125,20,21,-0.1875,
forward,-42,-38,127,20,21,-0.0625,
forward,-41,-39,126.9375,20,21,0,
forward,-42,-39,126.875,20,21,0.0625,
forward,-43,-40,126.8125,20,21,0.125,
forward,-42,-40,126.6875,20,21,0.25,
forward,-44,-40,126.5625,20,22,0.375,
forward,-42,-40,126.625,20,22,0.3125,
forward,-39,-41,126.6875,20,22,0.25,
forward,-40,-41,126.75,20,22,0.1875,
forward,-41,-42,126.8125,20,22,0.125,
forward,-44,-42,126.75,20,22,0.1875,
forward,-43,-41,126.8125,20,22,0.125,
forward,-43,-43,126.8125,20,22,0.125,
forward,-44,-42,126.8125,20,22,0.125,
forward,-43,-43,126.8125,20,22,0.125,
forward,-44,-41,126.75,20,22,0.1875,
forward,-43,-42,126.8125,20,22,0.125,
forward,-42,-41,126.8125,20,22,0.125,
forward,-43,-44,126.6875,20,22,0.25,
forward,-43,-43,126.625,20,22,0.3125,
forward,-42,-42,126.5625,20,22,0.375,
forward,-44,-43,126.5,20,22,0.4375,
forward,-43,-42,126.5,20,23,0.4375,
forward,-43,-41,126.375,20,23,0.5625,
forward,-42,-42,126.4375,20,23,0.5,
forward,-44,-44,126.375,20,23,0.5625,
forward,-43,-44,126.375,20,24,0.5625,
forward,-44,-45,126.375,20,24,0.5625,
forward,-43,-44,126.3125,20,24,0.625,
forward,-45,-45,126.3125,20,25,0.625,
forward,-45,-45,126.25,20,25,0.6875,
forward,-44,-45,126.25,20,25,0.6875,
forward,-45,-45,126.3125,20,25,0.625,
forward,-45,-45,126.1875,20,26,0.75,
forward,-47,-46,126.1875,20,26,0.75,
forward,-46,-46,126.1875,20,26,0.75,
forward,-45,-48,126.25,20,26,0.6875,
forward,-44,-48,126.4375,20,27,0.5,
forward,-45,-50,126.5,20,27,0.4375,
forward,-46,-49,126.625,20,27,0.3125,
forward,-47,-50,126.6875,20,27,0.25,
forward,-47,-50,126.75,20,27,0.1875,
forward,-47,-50,126.875,20,27,0.0625,
forward,-46,-50,127,20,27,-0.0625,
forward,-47,-49,127,20,27,-0.0625,
forward,-47,-50,127.0625,20,27,-0.125,
forward,-49,-50,127.1875,20,27,-0.25,
forward,-47,-50,127.1875,20,27,-0.25,
forward,-47,-50,127.1875,20,27,-0.25,
forward,-47,-49,127.25,20,27,-0.3125,
forward,-47,-48,127.125,20,27,-0.1875,
forward,-47,-50,127.1875,20,27,-0.25,
forward,-45,-53,127.25,20,27,-0.3125,
forward,-47,-50,127.25,20,26,-0.3125,
forward,-47,-50,127.375,20,26,-0.4375,
forward,-47,-48,127.375,20,26,-0.4375,
forward,-47,-48,127.3125,20,26,-0.375,
forward,-47,-48,127.3125,20,25,-0.375,
forward,-46,-47,127.3125,20,25,-0.375,
forward,-46,-46,127.3125,20,25,-0.375,
forward,-46,-47,127.375,20,25,-0.4375,
forward,-46,-44,127.25,20,24,-0.3125,
forward,-46,-45,127.1875,20,24,-0.25,
forward,-46,-44,127.1875,20,24,-0.25,
forward,-44,-45,127.1875,20,24,-0.25,
forward,-43,-44,127.3125,20,24,-0.375,
forward,-44,-44,127.375,20,24,-0.4375,
forward,-44,-44,127.375,20,24,-0.4375,
forward,-44,-44,127.4375,20,23,-0.5,
forward,-45,-45,127.4375,20,23,-0.5,
forward,-45,-45,127.5,20,23,-0.5625,
forward,-44,-43,127.5,20,23,-0.5625,
forward,-44,-43,127.4375,20,22,-0.5,
forward,-44,-43,127.5,20,22,-0.5625,
forward,-43,-42,127.4375,20,22,-0.5,
forward,-44,-42,127.375,20,21,-0.4375,
forward,-43,-42,127.375,20,21,-0.4375,
forward,-44,-41,127.25,20,21,-0.3125,
forward,-43,-40,127.1875,20,21,-0.25,
forward,-43,-39,127.125,20,21,-0.1875,
forward,-42,-40,127.0625,20,21,-0.125,
forward,-41,-41,127.0625,20,21,-0.125,
forward,-46,-41,127,20,21,-0.0625,
forward,-42,-42,127,20,21,-0.0625,
forward,-43,-39,126.9375,20,21,0,
forward,-43,-40,126.875,20,21,0.0625,
forward,-42,-40,126.8125,20,21,0.125,
forward,-43,-40,126.75,20,21,0.1875,
forward,-43,-42,126.6875,20,21,0.25,
forward,-39,-40,126.625,20,22,0.3125,
forward,-45,-40,126.5625,20,22,0.375,
forward,-42,-42,126.5625,20,22,0.375,
forward,-44,-41,126.375,20,23,0.5625,
forward,-44,-42,126.25,20,23,0.6875,
forward,-42,-43,126.4375,20,23,0.5,
forward,-41,-42,126.4375,20,23,0.5,
forward,-41,-44,126.5,20,24,0.4375,
forward,-43,-43,126.5,20,24,0.4375,
forward,-43,-45,126.5625,20,24,0.375,
forward,-44,-45,126.625,20,25,0.3125,
forward,-44,-46,126.6875,20,25,0.25,
forward,-44,-47,126.8125,20,25,0.125,
forward,-45,-46,126.75,20,25,0.1875,
forward,-45,-45,126.75,20,25,0.1875,
forward,-44,-47,126.875,20,25,0.0625,
forward,-44,-46,126.875,20,25,0.0625,
forward,-45,-46,126.8125,20,25,0.125,
forward,-45,-47,126.8125,20,25,0.125,
forward,-45,-45,126.75,20,25,0.1875,
forward,-45,-44,126.75,20,25,0.1875,
forward,-45,-46,126.75,20,25,0.1875,
forward,-45,-45,126.75,20,25,0.1875,
forward,-45,-47,126.75,20,25,0.1875,
forward,-45,-46,126.8125,20,25,0.125,
forward,-44,-46,126.8125,20,25,0.125,
forward,-44,-45,126.75,20,25,0.1875,
forward,-45,-45,126.75,20,25,0.1875,
forward,-48,-46,126.75,20,25,0.1875,
forward,-45,-48,126.75,20,25,0.1875,
forward,-45,-45,126.75,20,25,0.1875,
forward,-45,-45,126.75,20,25,0.1875,
forward,-46,-44,126.6875,20,25,0.25,
forward,-45,-45,126.625,20,25,0.3125,
forward,-40,-43,126.6875,20,25,0.25,
forward,-44,-45,126.75,20,25,0.1875,
forward,-43,-46,126.8125,20,25,0.125,
forward,-47,-49,126.8125,20,25,0.125,
forward,-45,-46,126.9375,20,25,0,
forward,-45,-46,127,20,25,-0.0625,
forward,-45,-46,127.0625,20,25,-0.125,
forward,-45,-46,127.125,20,25,-0.1875,
forward,-44,-45,127.125,20,25,-0.1875,
forward,-45,-45,127.125,20,25,-0.1875,
forward,-45,-46,127.1875,20,25,-0.25,
forward,-44,-47,127.25,20,25,-0.3125,
forward,-44,-45,127.25,20,24,-0.3125,
forward,-45,-45,127.1875,20,24,-0.25,
forward,-45,-43,127.0625,20,24,-0.125,
forward,-44,-44,127,20,24,-0.0625,
forward,-43,-44,127,20,24,-0.0625,
forward,-44,-44,127,20,24,-0.0625,
forward,-44,-45,127.0625,20,24,-0.125,
forward,-45,-44,127,20,24,-0.0625,
forward,-44,-45,127.0625,20,24,-0.125,
forward,-44,-44,126.9375,20,24,0,
forward,-45,-44,126.9375,20,24,0,
forward,-45,-44,126.9375,20,24,0,
forward,-43,-42,126.875,20,24,0.0625,
forward,-44,-44,126.875,20,24,0.0625,
forward,-45,-44,126.8125,20,24,0.125,
forward,-44,-43,126.75,20,24,0.1875,
forward,-45,-43,126.75,20,24,0.1875,
forward,-47,-47,126.6875,20,24,0.25,
forward,-43,-43,126.8125,20,24,0.125,
forward,-43,-40,126.8125,20,24,0.125,
forward,-44,-47,126.8125,20,24,0.125,
forward,-43,-45,126.875,20,24,0.0625,
forward,-45,-45,126.875,20,24,0.0625,
forward,-44,-45,126.9375,20,24,0,
forward,-41,-42,127,20,24,-0.0625,
forward,-47,-48,127,20,24,-0.0625,
forward,-44,-44,127.0625,20,24,-0.125,
forward,-44,-44,127,20,24,-0.0625,
forward,-44,-46,127.0625,20,24,-0.125,
forward,-44,-44,127.0625,20,24,-0.125,
forward,-45,-44,127,20,24,-0.0625,
forward,-45,-42,126.875,20,24,0.0625,
forward,-44,-45,126.875,20,24,0.0625,
forward,-44,-44,126.8125,20,24,0.125,
forward,-44,-45,126.8125,20,24,0.125,
forward,-43,-45,126.875,20,24,0.0625,
forward,-45,-45,126.8125,20,24,0.125,
forward,-44,-44,126.9375,20,24,0,
forward,-44,-45,126.8125,20,24,0.125,
forward,-46,-44,126.8125,20,24,0.125,
forward,-45,-44,126.8125,20,24,0.125,
forward,-45,-43,126.8125,20,24,0.125,
forward,-44,-45,126.8125,20,24,0.125,
forward,-44,-44,126.75,20,24,0.1875,
forward,-44,-43,126.6875,20,24,0.25,
forward,-45,-44,126.6875,20,24,0.25,
forward,-45,-45,126.625,20,25,0.3125,
forward,-43,-44,126.6875,20,25,0.25,
forward,-44,-45,126.75,20,25,0.1875,
forward,-44,-45,126.8125,20,25,0.125,
forward,-45,-47,126.875,20,25,0.0625,
forward,-45,-45,126.9375,20,25,0,
forward,-45,-47,127,20,25,-0.0625,
forward,-48,-47,127.0625,20,25,-0.125,
forward,-45,-47,127.125,20,25,-0.1875,
forward,-45,-46,127.125,20,25,-0.1875,
forward,-45,-46,127.125,20,25,-0.1875,
forward,-45,-47,127.1875,20,25,-0.25,
forward,-44,-47,127.25,20,25,-0.3125,
forward,-45,-45,127.1875,20,25,-0.25,
forward,-47,-44,127.125,20,25,-0.1875,
forward,-44,-49,127.125,20,25,-0.1875,
forward,-46,-46,127.125,20,25,-0.1875,
forward,-45,-46,127.125,20,25,-0.1875,
forward,-45,-47,127.1875,20,25,-0.25,
forward,-44,-45,127.125,20,25,-0.1875,
forward,-44,-47,127.1875,20,25,-0.25,
forward,-46,-46,127.1875,20,25,-0.25,
forward,-46,-46,127.1875,20,25,-0.25,
forward,-46,-45,127.25,20,24,-0.3125,
forward,-45,-45,127.25,20,24,-0.3125,
forward,-45,-44,127.1875,20,24,-0.25,
forward,-45,-44,127.1875,20,24,-0.25,
forward,-45,-44,127.125,20,24,-0.1875,
forward,-44,-45,127.125,20,24,-0.1875,
forward,-44,-44,127.125,20,24,-0.1875,
forward,-44,-43,127.0625,20,24,-0.125,
forward,-44,-44,127.125,20,24,-0.1875,
forward,-43,-45,127.125,20,24,-0.1875,
forward,-45,-45,127.1875,20,24,-0.25,
forward,-44,-45,127.3125,20,23,-0.375,
forward,-45,-44,127.3125,20,23,-0.375,
forward,-44,-44,127.3125,20,23,-0.375,
forward,-44,-45,127.4375,20,22,-0.5,
forward,-44,-42,127.375,20,22,-0.4375,
forward,-44,-44,127.3125,20,22,-0.375,
forward,-43,-43,127.3125,20,21,-0.375,
forward,-44,-41,127.3125,20,21,-0.375,
forward,-43,-40,127.1875,20,21,-0.25,
forward,-46,-42,127.0625,20,21,-0.125,
forward,-42,-40,126.9375,20,21,0,
forward,-42,-38,126.9375,20,21,0,
forward,-43,-40,126.875,20,21,0.0625,
forward,-42,-42,126.875,20,21,0.0625,
forward,-43,-40,126.8125,20,21,0.125,
forward,-43,-41,126.8125,20,21,0.125,
forward,-42,-40,126.75,20,21,0.1875,
forward,-44,-41,126.6875,20,21,0.25,
forward,-43,-44,126.6875,20,21,0.25,
forward,-43,-40,126.5625,20,22,0.375,
forward,-43,-41,126.5625,20,22,0.375,
forward,-43,-40,126.4375,20,22,0.5,
forward,-43,-43,126.4375,20,22,0.5,
forward,-43,-40,126.375,20,23,0.5625,
forward,-44,-42,126.3125,20,23,0.625,
forward,-43,-43,126.375,20,23,0.5625,
forward,-43,-43,126.25,20,23,0.6875,
forward,-44,-42,126.3125,20,24,0.625,
forward,-42,-44,126.3125,20,24,0.625,
forward,-44,-45,126.375,20,24,0.5625,
forward,-43,-46,126.4375,20,24,0.5,
forward,-44,-47,126.4375,20,25,0.5,
forward,-44,-46,126.5625,20,25,0.375,
forward,-45,-48,126.625,20,25,0.3125,
forward,-45,-46,126.6875,20,25,0.25,
forward,-46,-47,126.6875,20,25,0.25,
forward,-45,-47,126.75,20,25,0.1875,
forward,-46,-47,126.8125,20,25,0.125,
forward,-45,-45,126.75,20,25,0.1875,
forward,-45,-45,126.625,20,26,0.3125,
forward,-45,-46,126.625,20,26,0.3125,
forward,-45,-49,126.6875,20,26,0.25,
forward,-45,-49,126.75,20,26,0.1875,
forward,-47,-48,126.8125,20,26,0.125,
forward,-46,-52,126.8125,20,26,0.125,
forward,-46,-49,126.8125,20,26,0.125,
forward,-48,-48,126.875,20,26,0.0625,
forward,-46,-48,126.875,20,26,0.0625,
forward,-47,-45,126.875,20,26,0.0625,
forward,-47,-48,126.875,20,26,0.0625,
forward,-46,-48,126.875,20,26,0.0625,
forward,-47,-47,126.8125,20,26,0.125,
forward,-46,-48,126.9375,20,26,0,
forward,0,0,308,25,25,0,6th
forward,-10,-5,308,25,25,0,
forward,-32,-32,307.6875,25,25,0.3125,
forward,-33,-31,307.375,25,26,0.625,
forward,-44,-44,307.375,25,26,0.625,
forward,-48,-48,307.375,25,26,0.625,
forward,-51,-52,307.375,25,27,0.625,
forward,-53,-53,307.3125,25,27,0.6875,
forward,-54,-54,307.25,25,27,0.75,
forward,-56,-54,307.25,25,27,0.75,
forward,-55,-55,307.25,25,28,0.75,
forward,-55,-55,307.1875,25,28,0.8125,
forward,-56,-57,307.25,25,28,0.75,
forward,-56,-56,307.3125,25,29,0.6875,
forward,-57,-57,307.375,25,29,0.625,
forward,-57,-58,307.375,25,29,0.625,
forward,-57,-59,307.375,25,29,0.625,
forward,-57,-59,307.625,25,30,0.375,
forward,-56,-58,307.625,25,30,0.375,
forward,-57,-58,307.625,25,30,0.375,
forward,-57,-58,307.625,25,30,0.375,
forward,-58,-58,307.5625,25,31,0.4375,
forward,-62,-63,307.5625,25,31,0.4375,
forward,-57,-61,307.625,25,31,0.375,
forward,-57,-60,307.6875,25,32,0.3125,
forward,-58,-62,307.75,25,32,0.25,
forward,-58,-58,307.75,25,32,0.25,
forward,-59,-60,307.75,25,32,0.25,
forward,-59,-62,307.6875,25,32,0.3125,
forward,-59,-62,307.75,25,32,0.25,
forward,-59,-62,307.8125,25,32,0.1875,
forward,-58,-66,307.75,25,32,0.25,
forward,-59,-62,307.8125,25,32,0.1875,
forward,-58,-62,307.8125,25,32,0.1875,
forward,-59,-63,307.875,25,32,0.125,
forward,-59,-63,308.0625,25,32,-0.0625,
forward,-59,-62,308.1875,25,32,-0.1875,
forward,-60,-62,308.3125,25,32,-0.3125,
forward,-59,-61,308.3125,25,32,-0.3125,
forward,-58,-63,308.5,25,31,-0.5,
forward,-57,-62,308.625,25,31,-0.625,
forward,-59,-60,308.625,25,31,-0.625,
forward,-59,-59,308.5625,25,30,-0.5625,
forward,-58,-58,308.625,25,30,-0.625,
forward,-58,-59,308.6875,25,30,-0.6875,
forward,-57,-60,308.6875,25,30,-0.6875,
forward,-57,-59,308.75,25,29,-0.75,
forward,-58,-59,308.75,25,29,-0.75,
forward,-58,-56,308.6875,25,29,-0.6875,
forward,-57,-58,308.625,25,28,-0.625,
forward,-57,-56,308.625,25,28,-0.625,
forward,-57,-56,308.5625,25,28,-0.5625,
forward,-57,-56,308.5,25,27,-0.5,
forward,-57,-56,308.4375,25,27,-0.4375,
forward,-57,-54,308.25,25,27,-0.25,
forward,-56,-55,308.1875,25,27,-0.1875,
forward,-56,-55,308.25,25,27,-0.25,
forward,-56,-55,308.3125,25,27,-0.3125,
forward,-60,-55,308.375,25,27,-0.375,
forward,-56,-55,308.375,25,26,-0.375,
forward,-56,-55,308.3125,25,26,-0.3125,
forward,-56,-54,308.375,25,26,-0.375,
forward,-56,-54,308.5,25,26,-0.5,
