label,delta_encL,delta_encR,heading,cmdL,cmdR,heading_error,
forward,-14,-13,347.125,10,8,-0.125,
forward,-14,-13,347.125,10,8,-0.125,
forward,-14,-13,347.0625,10,8,-0.0625,
forward,-13,-12,347,10,8,0,
forward,-13,-12,347,10,8,0,
forward,-14,-13,347,10,8,0,
forward,-14,-13,347,10,8,0,
forward,-14,-14,346.9375,10,8,0.0625,
forward,-14,-13,346.9375,10,8,0.0625,
forward,-14,-12,346.9375,10,8,0.0625,
forward,-13,-13,346.9375,10,8,0.0625,
forward,-14,-13,346.9375,10,8,0.0625,
forward,-15,-15,346.9375,10,8,0.0625,
forward,-14,-12,346.875,10,8,0.125,
forward,-14,-13,346.875,10,8,0.125,
forward,-13,-12,346.875,10,8,0.125,
forward,-14,-13,346.8125,10,8,0.1875,
forward,-14,-14,346.8125,10,8,0.1875,
forward,-14,-12,346.875,10,8,0.125,
forward,-14,-13,346.8125,10,8,0.1875,
forward,-13,-12,346.8125,10,8,0.1875,
forward,-15,-14,346.8125,10,8,0.1875,
forward,-14,-13,346.8125,10,8,0.1875,
forward,-13,-14,346.8125,10,8,0.1875,
forward,-15,-12,346.8125,10,8,0.1875,
forward,-13,-12,346.75,10,8,0.25,
forward,-13,-11,346.75,10,8,0.25,
forward,-13,-13,346.75,10,8,0.25,
forward,-15,-12,346.75,10,8,0.25,
forward,-14,-14,346.75,10,8,0.25,
forward,-15,-13,346.6875,10,9,0.3125,
forward,-14,-13,346.625,10,9,0.375,
forward,-12,-13,346.625,10,9,0.375,
forward,-14,-13,346.625,10,9,0.375,
forward,-15,-15,346.625,10,10,0.375,
forward,-16,-15,346.5,10,10,0.5,
forward,-15,-14,346.5,10,10,0.5,
forward,-14,-14,346.5,10,10,0.5,
forward,-15,-15,346.5,10,11,0.5,
forward,-16,-16,346.5,10,11,0.5,
forward,-17,-16,346.5,10,11,0.5,
forward,-16,-16,346.5,10,12,0.5,
forward,-16,-17,346.5,10,12,0.5,
forward,-17,-18,346.5,10,12,0.5,
forward,-18,-17,346.5,10,12,0.5,
forward,-19,-17,346.5,10,13,0.5,
forward,-17,-19,346.5625,10,13,0.4375,
forward,-19,-20,346.5625,10,13,0.4375,
forward,-18,-19,346.5625,10,14,0.4375,
forward,-19,-20,346.5625,10,14,0.4375,
forward,-19,-19,346.5625,10,14,0.4375,
forward,-19,-19,346.5625,10,14,0.4375,
forward,-19,-19,346.625,10,15,0.375,
forward,-18,-19,346.625,10,15,0.375,
forward,-19,-20,346.625,10,15,0.375,
forward,-18,-19,346.625,10,15,0.375,
forward,-19,-21,346.6875,10,16,0.3125,
forward,-20,-22,346.75,10,16,0.25,
forward,-20,-23,346.75,10,16,0.25,
forward,-21,-22,346.8125,10,16,0.1875,
forward,-21,-23,346.8125,10,16,0.1875,
forward,-21,-22,346.8125,10,16,0.1875,
forward,-21,-22,346.8125,10,16,0.1875,
forward,-21,-19,346.8125,10,16,0.1875,
forward,-21,-23,346.8125,10,16,0.1875,
forward,-21,-22,346.875,10,16,0.125,
forward,-22,-20,346.8125,10,16,0.1875,
forward,-21,-22,346.8125,10,16,0.1875,
forward,-21,-22,346.875,10,16,0.125,
forward,-21,-21,346.875,10,16,0.125,
forward,-19,-20,346.875,10,16,0.125,
forward,-21,-23,346.875,10,16,0.125,
forward,-22,-22,346.875,10,16,0.125,
forward,-20,-20,346.8125,10,16,0.1875,
forward,-22,-24,346.8125,10,16,0.1875,
forward,-21,-21,346.8125,10,16,0.1875,
forward,-21,-22,346.8125,10,16,0.1875,
forward,-20,-23,346.8125,10,16,0.1875,
forward,-22,-22,346.875,10,16,0.125,
forward,-20,-21,346.875,10,16,0.125,
forward,-21,-22,346.875,10,16,0.125,
forward,-21,-23,346.9375,10,16,0.0625,
forward,-22,-24,347,10,16,0,
forward,-21,-22,347,10,16,0,
forward,-21,-22,347,10,16,0,
forward,-22,-23,347.0625,10,16,-0.0625,
forward,-21,-22,347.0625,10,16,-0.0625,
forward,-21,-22,347.0625,10,16,-0.0625,
forward,-22,-22,347.125,10,16,-0.125,
forward,-20,-23,347.125,10,16,-0.125,
forward,-21,-22,347.1875,10,16,-0.1875,
forward,-23,-24,347.25,10,16,-0.25,
forward,-21,-22,347.25,10,16,-0.25,
forward,-21,-22,347.3125,10,16,-0.3125,
forward,-20,-21,347.3125,10,16,-0.3125,
forward,-21,-23,347.3125,10,15,-0.3125,
forward,-21,-22,347.375,10,15,-0.375,
forward,-20,-20,347.3125,10,15,-0.3125,
forward,-20,-22,347.3125,10,14,-0.3125,
forward,-21,-20,347.3125,10,14,-0.3125,
forward,-20,-20,347.3125,10,14,-0.3125,
forward,-20,-19,347.3125,10,14,-0.3125,
forward,-20,-20,347.25,10,14,-0.25,
forward,-20,-20,347.25,10,14,-0.25,
forward,-19,-19,347.25,10,14,-0.25,
forward,-20,-20,347.25,10,14,-0.25,
forward,-20,-21,347.25,10,14,-0.25,
forward,-20,-19,347.25,10,14,-0.25,
forward,-20,-21,347.3125,10,14,-0.3125,
forward,-20,-19,347.3125,10,13,-0.3125,
forward,-20,-20,347.3125,10,13,-0.3125,
forward,-20,-18,347.3125,10,13,-0.3125,
forward,-19,-18,347.3125,10,13,-0.3125,
forward,-19,-18,347.3125,10,12,-0.3125,
forward,-19,-17,347.3125,10,12,-0.3125,
forward,-19,-17,347.3125,10,12,-0.3125,
forward,-18,-17,347.3125,10,11,-0.3125,
forward,-17,-15,347.3125,10,11,-0.3125,
forward,-17,-16,347.3125,10,11,-0.3125,
forward,-16,-16,347.3125,10,11,-0.3125,
forward,-16,-16,347.3125,10,10,-0.3125,
forward,-17,-18,347.3125,10,10,-0.3125,
forward,-17,-16,347.3125,10,10,-0.3125,
forward,-17,-14,347.3125,10,10,-0.3125,
forward,-16,-15,347.25,10,10,-0.25,
forward,-16,-16,347.25,10,10,-0.25,
forward,-17,-14,347.25,10,10,-0.25,
forward,-16,-15,347.1875,10,10,-0.1875,
forward,-16,-12,347.125,10,10,-0.125,
forward,-15,-15,347.0625,10,10,-0.0625,
forward,-17,-16,347.0625,10,10,-0.0625,
forward,-16,-14,347.0625,10,10,-0.0625,
forward,-16,-14,347,10,10,0,
forward,-15,-13,347,10,10,0,
forward,-15,-15,346.9375,10,10,0.0625,
forward,-16,-15,346.9375,10,10,0.0625,
forward,-15,-13,346.875,10,10,0.125,
forward,-15,-14,346.8125,10,10,0.1875,
forward,-15,-13,346.8125,10,10,0.1875,
forward,-17,-16,346.75,10,10,0.25,
forward,-16,-16,346.75,10,10,0.25,
forward,-16,-15,346.6875,10,10,0.3125,
forward,-16,-15,346.625,10,11,0.375,
forward,-16,-16,346.625,10,11,0.375,
forward,-17,-18,346.625,10,11,0.375,
forward,-17,-16,346.5625,10,12,0.4375,
forward,-17,-18,346.5625,10,12,0.4375,
forward,-17,-17,346.5625,10,12,0.4375,
forward,-17,-18,346.5625,10,12,0.4375,
forward,-18,-18,346.5,10,13,0.5,
forward,-18,-18,346.5625,10,13,0.4375,
forward,-17,-18,346.5625,10,13,0.4375,
forward,-18,-19,346.5625,10,14,0.4375,
forward,-19,-20,346.5625,10,14,0.4375,
forward,-21,-22,346.625,10,14,0.375,
forward,-18,-21,346.625,10,15,0.375,
forward,-20,-22,346.625,10,15,0.375,
forward,-20,-22,346.6875,10,15,0.3125,
forward,-20,-22,346.6875,10,15,0.3125,
forward,-22,-23,346.75,10,15,0.25,
forward,-20,-20,346.75,10,15,0.25,
forward,-21,-22,346.75,10,15,0.25,
forward,-21,-22,346.8125,10,15,0.1875,
forward,-21,-23,346.875,10,15,0.125,
forward,-21,-21,346.875,10,15,0.125,
forward,-20,-21,346.875,10,15,0.125,
forward,-20,-21,346.9375,10,15,0.0625,
forward,-21,-20,346.875,10,15,0.125,
forward,-19,-21,346.9375,10,15,0.0625,
forward,-21,-21,346.9375,10,15,0.0625,
forward,-20,-21,346.9375,10,15,0.0625,
forward,-20,-21,346.9375,10,15,0.0625,
forward,-21,-22,346.9375,10,15,0.0625,
forward,-20,-21,346.9375,10,15,0.0625,
forward,-21,-21,346.875,10,15,0.125,
forward,-20,-21,346.875,10,15,0.125,
forward,-21,-21,346.9375,10,15,0.0625,
forward,-21,-22,346.9375,10,15,0.0625,
forward,-21,-21,346.9375,10,15,0.0625,
forward,-21,-23,346.9375,10,15,0.0625,
forward,-21,-21,347,10,15,0,
forward,-22,-21,347,10,15,0,
forward,-21,-20,347,10,15,0,
forward,-21,-21,347.0625,10,15,-0.0625,
forward,-20,-19,347.0625,10,15,-0.0625,
forward,-20,-20,347.0625,10,15,-0.0625,
forward,0,0,350.8125,15,15,0,3rd
forward,-5,-3,350.8125,15,15,0,
forward,-12,-13,350.75,15,15,0.0625,
forward,-18,-16,350.6875,15,15,0.125,
forward,-26,-25,350.6875,15,15,0.125,
forward,-24,-23,350.6875,15,15,0.125,
forward,-26,-24,350.625,15,15,0.1875,
forward,-28,-26,350.5625,15,15,0.25,
forward,-30,-26,350.4375,15,15,0.375,
forward,-28,-25,350.3125,15,15,0.5,
forward,-28,-27,350.25,15,16,0.5625,
forward,-31,-27,350.125,15,16,0.6875,
forward,-27,-27,350.0625,15,16,0.75,
forward,-29,-28,350,15,17,0.8125,
forward,-28,-27,349.9375,15,17,0.875,
forward,-29,-29,349.9375,15,17,0.875,
forward,-31,-29,349.8125,15,18,1,
forward,-30,-29,349.8125,15,18,1,
forward,-31,-30,349.6875,15,18,1.125,
forward,-31,-31,349.625,15,18,1.1875,
forward,-31,-31,349.6875,15,20,1.125,
forward,-31,-32,349.625,15,20,1.1875,
forward,-31,-34,349.75,15,20,1.0625,
forward,-32,-33,349.75,15,20,1.0625,
forward,-32,-36,349.875,15,21,0.9375,
forward,-32,-33,349.9375,15,21,0.875,
forward,-33,-35,350.0625,15,21,0.75,
forward,-33,-33,350,15,21,0.8125,
forward,-33,-36,350.125,15,22,0.6875,
forward,-34,-34,350.125,15,22,0.6875,
forward,-33,-36,350.125,15,22,0.6875,
forward,-34,-34,350.1875,15,23,0.625,
forward,-32,-36,350.3125,15,23,0.5,
forward,-32,-36,350.4375,15,23,0.375,
forward,-33,-36,350.5625,15,23,0.25,
forward,-33,-35,350.625,15,23,0.1875,
forward,-35,-35,350.625,15,23,0.1875,
forward,-34,-37,350.6875,15,23,0.125,
forward,-37,-37,350.625,15,23,0.1875,
forward,-34,-38,350.6875,15,23,0.125,
forward,-34,-37,350.6875,15,23,0.125,
forward,-34,-38,350.8125,15,23,0,
forward,-35,-37,350.8125,15,23,0,
forward,-34,-37,350.875,15,23,-0.0625,
forward,-35,-36,350.875,15,23,-0.0625,
forward,-33,-38,351,15,23,-0.1875,
forward,-35,-37,351.0625,15,23,-0.25,
forward,-34,-37,351.0625,15,23,-0.25,
forward,-35,-36,351.0625,15,23,-0.25,
forward,-35,-37,351,15,23,-0.1875,
forward,-34,-36,351.0625,15,23,-0.25,
forward,-35,-36,351.0625,15,23,-0.25,
forward,-35,-37,351.125,15,23,-0.3125,
forward,-34,-37,351.125,15,23,-0.3125,
forward,-34,-36,351.125,15,23,-0.3125,
forward,-35,-37,351.125,15,22,-0.3125,
forward,-35,-37,351.125,15,22,-0.3125,
forward,-34,-36,351.125,15,22,-0.3125,
forward,-34,-36,351.1875,15,21,-0.375,
forward,-34,-36,351.25,15,21,-0.4375,
forward,-34,-37,351.375,15,21,-0.5625,
forward,-34,-35,351.375,15,21,-0.5625,
forward,-34,-34,351.5,15,20,-0.6875,
forward,-33,-34,351.5,15,20,-0.6875,
forward,-34,-33,351.5625,15,20,-0.75,
forward,-35,-33,351.5625,15,19,-0.75,
forward,-33,-33,351.625,15,19,-0.8125,
forward,-33,-33,351.5625,15,19,-0.75,
forward,-33,-32,351.5625,15,18,-0.75,
forward,-31,-32,351.5625,15,18,-0.75,
forward,-32,-31,351.6875,15,18,-0.875,
forward,-30,-28,351.6875,15,18,-0.875,
forward,-30,-29,351.6875,15,17,-0.875,
forward,-30,-29,351.6875,15,17,-0.875,
forward,-31,-28,351.5625,15,17,-0.75,
forward,-31,-31,351.5625,15,17,-0.75,
forward,-30,-28,351.4375,15,16,-0.625,
forward,-31,-30,351.4375,15,16,-0.625,
forward,-31,-29,351.4375,15,16,-0.625,
forward,-30,-29,351.4375,15,15,-0.625,
forward,-30,-28,351.4375,15,15,-0.625,
forward,-30,-27,351.375,15,15,-0.5625,
forward,-29,-27,351.375,15,14,-0.5625,
forward,-29,-27,351.3125,15,14,-0.5,
forward,-29,-26,351.25,15,14,-0.4375,
forward,-28,-25,351.1875,15,13,-0.375,
forward,-28,-26,351.1875,15,13,-0.375,
forward,-29,-25,351.0625,15,13,-0.25,
forward,-28,-25,350.9375,15,13,-0.125,
forward,-28,-24,350.875,15,13,-0.0625,
forward,-27,-25,350.6875,15,13,0.125,
forward,-27,-24,350.6875,15,13,0.125,
forward,-30,-25,350.5625,15,13,0.25,
forward,-27,-24,350.4375,15,13,0.375,
forward,-26,-25,350.5,15,13,0.3125,
forward,-27,-25,350.375,15,13,0.4375,
forward,-26,-24,350.1875,15,14,0.625,
forward,-26,-22,350.25,15,14,0.5625,
forward,-31,-28,350.1875,15,14,0.625,
forward,-28,-26,350,15,14,0.8125,
forward,-27,-26,350,15,15,0.8125,
forward,-29,-26,349.875,15,15,0.9375,
forward,-27,-27,349.875,15,15,0.9375,
forward,-28,-28,349.9375,15,15,0.875,
forward,-29,-28,349.875,15,16,0.9375,
forward,-27,-29,350,15,16,0.8125,
forward,-30,-30,350,15,16,0.8125,
forward,-29,-28,350,15,16,0.8125,
forward,-29,-29,350,15,17,0.8125,
forward,-30,-28,350,15,17,0.8125,
forward,-30,-30,350,15,17,0.8125,
forward,-32,-30,349.9375,15,18,0.875,
forward,-31,-31,350,15,18,0.8125,
forward,-31,-32,350,15,18,0.8125,
forward,-31,-30,350.0625,15,18,0.75,
forward,-30,-30,350.125,15,19,0.6875,
forward,-31,-30,350.125,15,19,0.6875,
forward,-29,-31,350.1875,15,19,0.625,
forward,-31,-31,350.1875,15,19,0.625,
forward,-31,-32,350.125,15,20,0.6875,
forward,-31,-32,350.125,15,20,0.6875,
forward,-32,-34,350.125,15,20,0.6875,
forward,-32,-36,350.0625,15,21,0.75,
forward,-34,-32,350.125,15,21,0.6875,
forward,-32,-34,350.1875,15,21,0.625,
forward,-33,-34,350.1875,15,21,0.625,
forward,-33,-35,350.25,15,22,0.5625,
forward,-33,-37,350.25,15,22,0.5625,
forward,-35,-36,350.3125,15,22,0.5,
forward,-34,-36,350.3125,15,23,0.5,
forward,-34,-38,350.375,15,23,0.4375,
forward,-35,-36,350.375,15,23,0.4375,
forward,-35,-37,350.4375,15,24,0.375,
forward,-35,-37,350.375,15,24,0.4375,
forward,-35,-37,350.375,15,24,0.4375,
forward,-35,-38,350.375,15,24,0.4375,
forward,-35,-39,350.4375,15,25,0.375,
forward,-34,-38,350.4375,15,25,0.375,
forward,-36,-39,350.5625,15,25,0.25,
forward,-36,-40,350.5625,15,25,0.25,
forward,-36,-40,350.5625,15,25,0.25,
forward,-36,-41,350.625,15,25,0.1875,
forward,-37,-40,350.6875,15,25,0.125,
forward,-35,-41,350.8125,15,25,0,
forward,-36,-41,350.9375,15,25,-0.125,
forward,-35,-40,351.0625,15,25,-0.25,
forward,-36,-38,351.1875,15,24,-0.375,
forward,-35,-40,351.3125,15,24,-0.5,
forward,-36,-39,351.375,15,24,-0.5625,
forward,-37,-40,351.4375,15,24,-0.625,
forward,-36,-39,351.5625,15,23,-0.75,
forward,-35,-38,351.625,15,23,-0.8125,
forward,-34,-36,351.6875,15,23,-0.875,
forward,-34,-36,351.75,15,23,-0.9375,
forward,-34,-37,351.875,15,21,-1.0625,
forward,-36,-38,351.9375,15,21,-1.125,
forward,-34,-33,351.9375,15,21,-1.125,
forward,-34,-36,351.9375,15,19,-1.125,
forward,-34,-32,351.875,15,19,-1.0625,
forward,-33,-33,351.875,15,19,-1.0625,
forward,-33,-33,351.875,15,19,-1.0625,
forward,-32,-32,351.875,15,17,-1.0625,
forward,-32,-30,351.8125,15,17,-1,
forward,-32,-30,351.8125,15,17,-1,
forward,-31,-30,351.8125,15,16,-1,
forward,-31,-30,351.8125,15,16,-1,
forward,-32,-28,351.75,15,16,-0.9375,
forward,-30,-29,351.75,15,16,-0.9375,
forward,-30,-26,351.625,15,15,-0.8125,
forward,-31,-28,351.5625,15,15,-0.75,
forward,-31,-28,351.5,15,15,-0.6875,
forward,-30,-26,351.3125,15,15,-0.5,
forward,-30,-27,351.3125,15,14,-0.5,
forward,-28,-27,351.1875,15,14,-0.375,
forward,-29,-26,351.125,15,14,-0.3125,
forward,-27,-26,351.0625,15,14,-0.25,
forward,-28,-26,351,15,14,-0.1875,
forward,-29,-24,350.875,15,14,-0.0625,
forward,-28,-26,350.8125,15,14,0,
forward,-29,-26,350.75,15,14,0.0625,
forward,-29,-27,350.625,15,14,0.1875,
forward,-29,-26,350.5,15,14,0.3125,
forward,-30,-28,350.4375,15,15,0.375,
forward,-28,-27,350.5,15,15,0.3125,
forward,-28,-28,350.5,15,15,0.3125,
forward,-28,-28,350.5,15,15,0.3125,
forward,-29,-27,350.5,15,16,0.3125,
forward,-29,-27,350.5,15,16,0.3125,
forward,-29,-28,350.5625,15,16,0.25,
forward,-30,-28,350.5625,15,16,0.25,
forward,-31,-29,350.5625,15,16,0.25,
forward,-31,-30,350.5,15,16,0.3125,
forward,-31,-29,350.5,15,17,0.3125,
forward,-30,-30,350.5625,15,17,0.25,
forward,-28,-30,350.5625,15,17,0.25,
forward,-30,-27,350.5625,15,17,0.25,
forward,-28,-29,350.625,15,17,0.1875,
forward,-30,-30,350.625,15,17,0.1875,
forward,-29,-28,350.625,15,17,0.1875,
forward,-30,-30,350.625,15,17,0.1875,
forward,-30,-28,350.5625,15,17,0.25,
forward,-31,-30,350.5,15,17,0.3125,
forward,-31,-30,350.5,15,17,0.3125,
forward,-31,-30,350.5,15,17,0.3125,
forward,-31,-30,350.5,15,18,0.3125,
forward,-31,-30,350.4375,15,18,0.375,
forward,-30,-32,350.5,15,18,0.3125,
forward,-32,-31,350.4375,15,18,0.375,
forward,-30,-31,350.5,15,19,0.3125,
forward,-33,-35,350.5,15,19,0.3125,
forward,-31,-33,350.4375,15,19,0.375,
forward,-32,-33,350.4375,15,20,0.375,
forward,-32,-34,350.4375,15,20,0.375,
forward,-32,-33,350.5,15,20,0.3125,
forward,-34,-34,350.375,15,21,0.4375,
forward,-34,-34,350.4375,15,21,0.375,
forward,-34,-34,350.375,15,21,0.4375,
forward,-33,-34,350.4375,15,21,0.375,
forward,-33,-35,350.375,15,22,0.4375,
forward,-34,-35,350.375,15,22,0.4375,
forward,-34,-35,350.4375,15,22,0.375,
forward,-34,-36,350.375,15,22,0.4375,
forward,-34,-37,350.4375,15,23,0.375,
forward,-34,-36,350.375,15,23,0.4375,
forward,-35,-39,350.4375,15,23,0.375,
forward,-34,-38,350.5,15,23,0.3125,
forward,-35,-39,350.6875,15,23,0.125,
forward,-34,-36,350.6875,15,23,0.125,
forward,-36,-38,350.8125,15,23,0,
forward,-35,-36,350.875,15,23,-0.0625,
forward,-35,-41,350.9375,15,23,-0.125,
forward,-36,-37,351,15,23,-0.1875,
forward,-36,-36,351.125,15,23,-0.3125,
forward,-33,-36,351.1875,15,22,-0.375,
forward,-33,-39,351.3125,15,22,-0.5,
forward,-36,-35,351.25,15,22,-0.4375,
forward,-34,-36,351.375,15,21,-0.5625,
forward,-33,-34,351.4375,15,21,-0.625,
forward,-34,-34,351.4375,15,21,-0.625,
forward,-33,-34,351.4375,15,20,-0.625,
forward,-35,-34,351.5,15,20,-0.6875,
forward,-33,-33,351.375,15,20,-0.5625,
forward,-33,-33,351.4375,15,20,-0.625,
forward,-32,-34,351.4375,15,19,-0.625,
forward,-33,-32,351.4375,15,19,-0.625,
forward,-32,-33,351.4375,15,19,-0.625,
forward,-32,-32,351.4375,15,18,-0.625,
forward,-32,-32,351.4375,15,18,-0.625,
forward,-32,-31,351.375,15,18,-0.5625,
forward,-32,-31,351.375,15,18,-0.5625,
forward,-31,-31,351.3125,15,17,-0.5,
forward,-32,-30,351.3125,15,17,-0.5,
forward,-32,-30,351.1875,15,17,-0.375,
forward,-31,-29,351.0625,15,17,-0.25,
forward,-32,-30,351.0625,15,17,-0.25,
forward,-31,-28,351,15,17,-0.1875,
forward,-30,-29,350.9375,15,17,-0.125,
forward,-31,-28,350.875,15,17,-0.0625,
forward,-30,-29,350.875,15,17,-0.0625,
forward,-30,-29,350.875,15,17,-0.0625,
forward,-31,-29,350.6875,15,17,0.125,
forward,-31,-30,350.6875,15,17,0.125,
forward,-32,-29,350.5625,15,17,0.25,
forward,-33,-32,350.5625,15,17,0.25,
forward,-31,-30,350.5625,15,17,0.25,
forward,-30,-29,350.5,15,18,0.3125,
forward,-30,-29,350.5,15,18,0.3125,
forward,-30,-30,350.5,15,18,0.3125,
forward,-30,-30,350.5625,15,18,0.25,
forward,-30,-30,350.5625,15,18,0.25,
forward,-32,-31,350.5625,15,18,0.25,
forward,-31,-31,350.5625,15,18,0.25,
forward,-31,-32,350.5625,15,18,0.25,
forward,-32,-32,350.625,15,18,0.1875,
forward,-31,-30,350.6875,15,18,0.125,
forward,-30,-30,350.75,15,18,0.0625,
forward,-29,-28,350.75,15,18,0.0625,
forward,-30,-30,350.8125,15,18,0,
forward,-31,-30,350.75,15,18,0.0625,
forward,-30,-29,350.8125,15,18,0,
forward,-31,-31,350.75,15,18,0.0625,
forward,-30,-29,350.6875,15,18,0.125,
forward,-32,-31,350.6875,15,18,0.125,
forward,-30,-30,350.6875,15,18,0.125,
forward,-30,-30,350.6875,15,18,0.125,
forward,-31,-32,350.6875,15,18,0.125,
forward,-31,-29,350.6875,15,18,0.125,
forward,-30,-31,350.6875,15,18,0.125,
forward,-31,-31,350.6875,15,18,0.125,
forward,-30,-30,350.6875,15,18,0.125,
forward,-33,-33,350.6875,15,18,0.125,
forward,-32,-30,350.625,15,18,0.1875,
forward,-31,-31,350.625,15,18,0.1875,
forward,-31,-31,350.5625,15,18,0.25,
forward,-32,-30,350.5,15,18,0.3125,
forward,-31,-31,350.5,15,18,0.3125,
forward,-31,-30,350.4375,15,19,0.375,
forward,-32,-32,350.375,15,19,0.4375,
forward,-31,-31,350.375,15,19,0.4375,
forward,-31,-31,350.375,15,20,0.4375,
forward,-32,-33,350.3125,15,20,0.5,
forward,-31,-32,350.375,15,20,0.4375,
forward,-31,-34,350.3125,15,21,0.5,
forward,-33,-34,350.3125,15,21,0.5,
forward,-33,-36,350.25,15,21,0.5625,
forward,-34,-35,350.3125,15,21,0.5,
forward,-34,-35,350.375,15,22,0.4375,
forward,-34,-34,350.4375,15,22,0.375,
forward,-33,-34,350.4375,15,22,0.375,
forward,-33,-36,350.5,15,23,0.3125,
forward,-34,-34,350.5625,15,23,0.25,
forward,-34,-38,350.625,15,23,0.1875,
forward,-34,-37,350.6875,15,23,0.125,
forward,-35,-38,350.75,15,23,0.0625,
forward,-34,-37,350.875,15,23,-0.0625,
forward,-33,-37,351,15,23,-0.1875,
forward,-34,-36,351.0625,15,23,-0.25,
forward,-35,-36,351.125,15,23,-0.3125,
forward,-33,-36,351.1875,15,23,-0.375,
forward,-34,-37,351.3125,15,23,-0.5,
forward,-34,-36,351.375,15,22,-0.5625,
forward,-34,-36,351.375,15,22,-0.5625,
forward,-35,-37,351.4375,15,22,-0.625,
forward,-34,-35,351.375,15,22,-0.5625,
forward,-33,-36,351.4375,15,21,-0.625,
forward,-36,-37,351.4375,15,21,-0.625,
forward,-34,-35,351.4375,15,21,-0.625,
forward,-34,-35,351.5,15,20,-0.6875,
forward,-32,-33,351.5,15,20,-0.6875,
forward,-34,-34,351.4375,15,20,-0.625,
forward,-32,-34,351.5,15,20,-0.6875,
forward,-34,-34,351.5,15,19,-0.6875,
forward,-33,-32,351.5,15,19,-0.6875,
forward,-33,-32,351.375,15,19,-0.5625,
forward,-34,-33,351.375,15,18,-0.5625,
forward,-32,-31,351.3125,15,18,-0.5,
forward,-33,-31,351.3125,15,18,-0.5,
forward,-31,-29,351.25,15,18,-0.4375,
forward,-32,-32,351.25,15,17,-0.4375,
forward,-31,-30,351.25,15,17,-0.4375,
forward,-31,-29,351.125,15,17,-0.3125,
forward,-32,-31,351.0625,15,17,-0.25,
forward,-32,-30,351,15,17,-0.1875,
forward,-31,-31,350.9375,15,17,-0.125,
forward,-31,-30,350.875,15,17,-0.0625,
forward,-32,-29,350.9375,15,17,-0.125,
forward,-31,-29,350.9375,15,17,-0.125,
forward,-31,-29,350.875,15,17,-0.0625,
forward,-29,-29,350.9375,15,17,-0.125,
forward,-31,-29,350.9375,15,17,-0.125,
forward,-31,-30,350.9375,15,17,-0.125,
forward,-31,-31,350.875,15,17,-0.0625,
forward,-34,-31,350.9375,15,17,-0.125,
forward,-31,-31,350.9375,15,17,-0.125,
forward,-31,-29,351,15,17,-0.1875,
forward,-28,-29,351.0625,15,17,-0.25,
forward,-30,-28,351.0625,15,17,-0.25,
forward,-30,-29,351.0625,15,17,-0.25,
forward,-30,-28,351,15,17,-0.1875,
forward,-30,-30,351,15,17,-0.1875,
forward,-29,-30,351.0625,15,17,-0.25,
forward,-31,-31,351,15,17,-0.1875,
forward,-30,-29,351,15,17,-0.1875,
forward,-31,-30,350.875,15,17,-0.0625,
forward,-31,-30,350.9375,15,17,-0.125,
forward,-30,-30,350.875,15,17,-0.0625,
forward,-32,-29,350.875,15,17,-0.0625,
forward,-30,-30,350.875,15,17,-0.0625,
forward,-30,-30,350.875,15,17,-0.0625,
forward,-31,-30,350.875,15,17,-0.0625,
forward,-30,-30,350.8125,15,17,0,
forward,-30,-29,350.75,15,17,0.0625,
forward,-31,-31,350.75,15,17,0.0625,
forward,-30,-29,350.75,15,17,0.0625,
forward,-32,-31,350.6875,15,17,0.125,
forward,-31,-30,350.625,15,17,0.1875,
forward,-31,-30,350.5625,15,17,0.25,
forward,-32,-31,350.5,15,17,0.3125,
forward,-31,-29,350.4375,15,17,0.375,
forward,-31,-30,350.4375,15,17,0.375,
forward,-32,-29,350.3125,15,18,0.5,
forward,-31,-30,350.375,15,18,0.4375,
forward,-31,-29,350.375,15,18,0.4375,
forward,-31,-31,350.3125,15,18,0.5,
forward,-31,-32,350.25,15,19,0.5625,
forward,-32,-34,350.25,15,19,0.5625,
forward,-32,-32,350.1875,15,19,0.625,
forward,-32,-32,350.1875,15,19,0.625,
forward,-32,-35,350.1875,15,20,0.625,
forward,-33,-31,350.1875,15,20,0.625,
forward,-32,-34,350.25,15,20,0.5625,
forward,-33,-33,350.25,15,20,0.5625,
forward,-34,-34,350.3125,15,21,0.5,
forward,-33,-34,350.375,15,21,0.4375,
forward,-34,-35,350.4375,15,21,0.375,
forward,-33,-35,350.5625,15,21,0.25,
forward,-32,-35,350.6875,15,21,0.125,
forward,-32,-34,350.6875,15,21,0.125,
forward,-34,-35,350.8125,15,21,0,
forward,-32,-33,350.75,15,21,0.0625,
forward,-34,-34,350.75,15,21,0.0625,
forward,-33,-34,350.8125,15,21,0,
forward,-34,-36,350.875,15,21,-0.0625,
forward,-33,-34,350.9375,15,21,-0.125,
forward,-34,-34,350.9375,15,21,-0.125,
forward,-33,-34,351,15,21,-0.1875,
forward,-33,-33,350.875,15,21,-0.0625,
forward,-34,-35,350.9375,15,21,-0.125,
forward,-33,-34,350.875,15,21,-0.0625,
forward,-33,-36,351,15,21,-0.1875,
forward,-34,-35,350.9375,15,21,-0.125,
forward,-33,-35,350.9375,15,21,-0.125,
forward,-35,-34,350.9375,15,21,-0.125,
forward,-33,-35,350.9375,15,21,-0.125,
forward,-34,-35,351,15,21,-0.1875,
forward,-37,-38,350.9375,15,21,-0.125,
