time,label,delta_encL,delta_encR,heading,cmdL,cmdR
1765233239.3873916,forward,-18,-18,325.875,10,14
1765233239.4375052,forward,-17,-16,325.8125,10,14
1765233239.4876165,forward,-18,-18,325.75,10,14
1765233239.53773,forward,-18,-19,325.8125,10,14
1765233239.5878456,forward,-18,-18,325.8125,10,14
1765233239.6379595,forward,-19,-17,325.8125,10,14
1765233239.6880732,forward,-19,-19,325.75,10,14
1765233239.7381895,forward,-18,-19,325.8125,10,14
1765233239.7883031,forward,-18,-18,325.8125,10,14
1765233239.838416,forward,-18,-17,325.8125,10,14
1765233239.8885367,forward,-19,-19,325.75,10,14
1765233239.9386513,forward,-18,-19,325.8125,10,14
1765233239.9887674,forward,-18,-18,325.8125,10,14
1765233240.0388806,forward,-18,-17,325.8125,10,14
1765233240.0889938,forward,-18,-18,325.75,10,14
1765233240.1391118,forward,-18,-19,325.8125,10,14
1765233240.1892273,forward,-18,-18,325.8125,10,14
1765233240.2393425,forward,-18,-19,325.75,10,14
1765233240.289457,forward,-20,-20,325.75,10,14
1765233240.339572,forward,-18,-19,325.75,10,14
1765233240.3896866,forward,-18,-18,325.8125,10,14
1765233240.4397995,forward,-19,-18,325.8125,10,14
1765233240.4899147,forward,-19,-20,325.8125,10,14
1765233240.5400283,forward,-19,-20,325.875,10,14
1765233240.5901423,forward,-19,-19,325.9375,10,14
1765233240.640256,forward,-19,-18,325.875,10,14
1765233240.6903698,forward,-19,-20,325.9375,10,14
1765233240.7404833,forward,-19,-18,325.9375,10,14
1765233240.7905989,forward,-19,-18,325.9375,10,14
1765233240.8407116,forward,-19,-18,325.875,10,14
1765233240.8908248,forward,-18,-18,325.9375,10,14
1765233240.940937,forward,-19,-19,325.9375,10,14
1765233240.9910517,forward,-19,-19,325.9375,10,14
1765233241.0411665,forward,-18,-17,325.9375,10,14
1765233241.09128,forward,-18,-18,326.0,10,14
1765233241.1413918,forward,-18,-19,326.0,10,14
