time,label,delta_encL,delta_encR,heading,cmdL,cmdR
1763696564.5080771,forward,0,0,126.8125,30,30
1763696564.5582051,forward,-8,-6,126.8125,30,30
1763696564.6083264,forward,-45,-36,126.75,30,30
1763696564.6584458,forward,-44,-40,126.375,30,32
1763696564.7091193,forward,-53,-60,126.375,30,32
1763696564.7592335,forward,-60,-51,126.375,30,32
1763696564.809349,forward,-63,-63,126.375,30,34
1763696564.8594592,forward,-66,-65,126.25,30,34
1763696564.9095726,forward,-68,-67,126.25,30,34
1763696564.9596858,forward,-68,-67,126.25,30,36
1763696565.0097995,forward,-69,-69,126.0625,30,36
1763696565.0599124,forward,-69,-70,126.0,30,36
1763696565.1100388,forward,-69,-72,126.0625,30,38
1763696565.1601515,forward,-69,-74,126.125,30,38
1763696565.2102642,forward,-70,-76,126.25,30,38
1763696565.260378,forward,-71,-76,126.4375,30,38
1763696565.3104908,forward,-72,-76,126.5,30,40
1763696565.3606033,forward,-72,-76,126.625,30,40
1763696565.410716,forward,-71,-76,126.75,30,40
1763696565.4608257,forward,-72,-76,126.625,30,40
1763696565.5109386,forward,-73,-79,126.6875,30,40
1763696565.5610497,forward,-73,-78,126.875,30,40
1763696565.6111627,forward,-73,-75,126.9375,30,40
1763696565.6612742,forward,-72,-77,127.0625,30,40
1763696565.7113864,forward,-71,-78,127.25,30,40
1763696565.761497,forward,-72,-77,127.25,30,40
1763696565.8116088,forward,-73,-78,127.375,30,40
1763696565.8617184,forward,-76,-83,127.4375,30,38
1763696565.9118304,forward,-72,-75,127.4375,30,38
1763696565.9619424,forward,-73,-74,127.5,30,38
1763696566.012053,forward,-71,-76,127.5625,30,38
1763696566.062165,forward,-71,-75,127.75,30,36
1763696566.1122768,forward,-71,-75,127.8125,30,36
1763696566.1623886,forward,-71,-75,127.9375,30,36
1763696566.2125003,forward,-72,-68,127.875,30,33
1763696566.2626102,forward,-71,-70,128.0,30,33
1763696566.3127227,forward,-70,-72,127.875,30,33
1763696566.3628385,forward,-70,-67,127.75,30,31
1763696566.4129512,forward,-70,-68,127.8125,30,31
1763696566.463062,forward,-69,-65,127.6875,30,31
1763696566.5131743,forward,-69,-63,127.625,30,31
1763696566.5632865,forward,-69,-64,127.6875,30,29
1763696566.6133978,forward,-67,-62,127.6875,30,29
1763696566.6635103,forward,-67,-61,127.5,30,29
1763696566.713624,forward,-68,-61,127.375,30,29
1763696566.763736,forward,-66,-61,127.1875,30,27
1763696566.8138502,forward,-65,-60,127.0,30,27
1763696566.8639622,forward,-66,-57,126.75,30,27
1763696566.9140751,forward,-66,-57,126.625,30,27
1763696566.9641945,forward,-64,-58,126.5625,30,27
1763696567.0143166,forward,-65,-58,126.5,30,27
1763696567.0644293,forward,-64,-59,126.4375,30,27
1763696567.1145422,forward,-65,-59,126.375,30,29
1763696567.1646552,forward,-64,-61,126.3125,30,29
1763696567.214769,forward,-65,-62,126.25,30,29
1763696567.26488,forward,-65,-62,126.1875,30,31
1763696567.314992,forward,-65,-62,126.0625,30,31
1763696567.3651047,forward,-66,-64,125.9375,30,31
1763696567.4152153,forward,-66,-65,126.0,30,33
1763696567.4653268,forward,-67,-65,126.0,30,33
1763696567.515439,forward,-68,-66,126.0,30,33
1763696567.565551,forward,-66,-66,126.0,30,35
1763696567.615663,forward,-66,-68,126.0,30,35
1763696567.6657743,forward,-73,-74,126.0,30,35
1763696567.7158866,forward,-69,-69,125.875,30,37
1763696567.7659993,forward,-69,-71,125.875,30,37
1763696567.816112,forward,-69,-72,125.9375,30,37
1763696567.8662252,forward,-71,-72,125.8125,30,37
1763696567.9163375,forward,-71,-72,125.75,30,40
1763696567.9664478,forward,-69,-75,125.8125,30,40
1763696568.0165591,forward,-71,-78,126.0,30,40
1763696568.0666695,forward,-71,-78,126.1875,30,40
1763696568.1167974,forward,-73,-79,126.375,30,42
1763696568.1669111,forward,-72,-79,126.4375,30,42
1763696568.217023,forward,-72,-80,126.5,30,42
1763696568.2671337,forward,-73,-80,126.625,30,42
1763696568.3172474,forward,-74,-80,126.6875,30,42
1763696568.3673606,forward,-74,-80,126.8125,30,42
1763696568.4174492,forward,-73,-79,126.9375,30,42
1763696568.467559,forward,-72,-80,127.125,30,42
1763696568.5176702,forward,-72,-82,127.25,30,40
1763696568.5677836,forward,-74,-79,127.4375,30,40
1763696568.6178973,forward,-74,-77,127.5,30,40
1763696568.668009,forward,-71,-78,127.625,30,38
1763696568.7181222,forward,-72,-75,127.625,30,38
1763696568.7682357,forward,-72,-74,127.5625,30,38
1763696568.8183482,forward,-72,-75,127.625,30,38
1763696568.8684595,forward,-70,-75,127.75,30,36
1763696568.9185708,forward,-71,-75,127.875,30,36
